id,index,lat,lon,yEdId,domain,refName1,type1,refName2,type2
Txy_N_L,95,50.048817,8.5942427,n95,Txy,,,,
Txy_L_Y,96,50.0330074,8.528186,n96,Txy,,,,
Txy_L21_L,97,50.034048,8.5325741,n97,Txy,,,,
Txy_L20_L,98,50.0344063,8.5340131,n98,Txy,,,,
Txy_L17_L,99,50.0364999,8.5428999,n99,Txy,,,,
Txy_L16_L,100,50.0374646,8.5468052,n100,Txy,,,,
Txy_L14_L,101,50.0393503,8.5546669,n101,Txy,,,,
Txy_L11_L,102,50.040694,8.5604069,n102,Txy,,,,
Txy_N6_L,103,50.0421685,8.5665067,n103,Txy,,,,
Txy_N6_N,104,50.0438621,8.5655811,n104,Txy,,,,
Txy_N5_L,105,50.0425185,8.5679521,n105,Txy,,,,
Txy_L7_L,106,50.0442204,8.575119,n106,Txy,,,,
Txy_L6_L,107,50.0444685,8.5760846,n107,Txy,,,,
Txy_L5_L,108,50.0455157,8.5805156,n108,Txy,,,,
Txy_L4_L,109,50.045845,8.5819211,n109,Txy,,,,
Txy_L3_L,110,50.0466924,8.5854616,n110,Txy,,,,
Txy_L1_L,111,50.0472436,8.5877468,n111,Txy,,,,
Txy_T_L,112,50.0486001,8.593395,n112,Txy,,,,
Txy_U_001,113,50.0474206,8.5958997,n113,Txy,,,,
Txy_T_M,114,50.0444717,8.5947732,n114,Txy,,,,
Txy_U_M,115,50.0445269,8.5962752,n115,Txy,,,,
Txy_T_001,116,50.0406411,8.5940225,n116,Txy,,,,
Txy_U_002,117,50.0403517,8.5953744,n117,Txy,,,,
Txy_R_S3,118,50.0387249,8.5889838,n118,Txy,,,,
Txy_R_S4,119,50.0382839,8.5871277,n119,Txy,,,,
Txy_S_S4,120,50.0374638,8.5875461,n120,Txy,,,,
Txy_S_S3,121,50.0379255,8.5894773,n121,Txy,,,,
Txy_N11_L,122,50.0383495,8.5505141,n122,Txy,,,,
Txy_N16_N,123,50.0360826,8.534255,n123,Txy,,,,
Txy_N15_N,124,50.0364479,8.5357249,n124,Txy,,,,
Rwy_01_001,125,50.0327284,8.5350525,n125,Rwy,RW07C,Entry,RW25C,End
Rwy_01_002,126,50.033073,8.5364687,n126,Rwy,,,,
Rwy_01_003,127,50.0348579,8.5438931,n127,Rwy,,,,
Rwy_01_004,128,50.0357973,8.5478732,n128,Rwy,,,,
Rwy_01_005,129,50.0367391,8.5518376,n129,Rwy,,,,
Rwy_01_006,130,50.0376556,8.5556785,n130,Rwy,,,,
Rwy_01_007,131,50.0384757,8.5590903,n131,Rwy,,,,
Rwy_01_008,132,50.0398194,8.5646693,n132,Rwy,,,,
Rwy_01_009,133,50.0404051,8.5671691,n133,Rwy,,,,
Rwy_01_010,134,50.0415282,8.5718683,n134,Rwy,,,,
