link_name,avg_speed,actype
0_526,119.0,?
0_526,17.0,A20N
0_526,8.0,A20N
0_526,4.0,A20N
0_526,5.0,A319
0_526,9.0,A319
0_526,7.0,A319
0_526,9.0,A321
0_526,14.0,A321
0_526,8.0,B738
0_526,4.0,B738
0_526,4.0,B738
0_526,12.0,B739
0_526,8.0,B752
0_526,10.0,B752
0_526,6.0,B752
0_526,8.0,B752
0_526,7.0,B752
0_526,9.0,B763
0_526,4.0,B763
100_719,7.0,A320
100_719,18.0,B38M
100_719,16.0,B712
100_719,20.0,B712
100_719,10.0,B712
100_719,18.0,B712
100_719,6.0,CRJ9
101_626,17.0,B712
101_626,9.0,B737
101_626,16.0,B738
101_626,11.0,B739
10_536,9.0,A320
10_536,9.0,B739
10_536,7.0,B739
10_536,12.0,B739
10_536,11.0,B752
10_536,16.0,B752
10_536,9.0,B752
10_536,32.0,B752
111_633,4.0,ACFT
112_634,20.0,B38M
112_634,6.0,B712
112_634,9.0,B712
112_634,10.0,B712
112_634,6.0,B712
112_634,9.0,B712
112_634,6.0,B712
112_634,15.0,B739
113_723,9.0,A320
113_723,10.0,A320
113_723,16.0,A320
113_723,13.0,B712
113_723,13.0,B712
113_723,12.0,B712
113_723,3.3333,B712
113_723,7.0,B712
113_723,12.0,B712
113_723,15.0,B712
113_723,9.0,B712
113_723,10.0,B712
113_723,12.0,B712
113_723,13.0,B712
113_723,8.0,B712
113_723,7.0,B712
113_723,3.0,B712
113_723,9.0,B712
113_723,15.0,B737
113_723,6.0,CRJ9
113_723,19.0,CRJ9
113_723,0.0,CRJ9
114_637,6.0,A20N
114_637,10.0,A320
114_637,5.0,B712
114_637,9.0,B712
114_637,6.75,B712
114_637,6.0,B712
114_637,8.0,B712
114_637,9.0,B712
114_637,11.0,B712
114_637,16.0,B712
114_637,12.0,B712
114_637,11.0,B712
114_637,19.0,B712
114_637,13.0,B712
114_637,9.0,B712
114_637,6.0,B737
114_637,15.0,B737
114_637,2.0,B738
114_637,14.0,CRJ9
115_635,7.0,A320
115_635,10.0,B38M
115_635,12.0,B712
115_635,5.0,B712
115_635,12.0,B712
115_635,8.5,B712
115_635,14.0,B712
115_635,6.0,B712
115_635,8.0,B712
115_635,6.0,B712
115_635,0.0,B712
115_635,10.0,B712
115_635,17.0,B738
115_635,10.0,CRJ9
117_652,12.0,A20N
117_652,13.0,A319
117_652,10.0,A320
117_652,10.0,B712
117_652,8.0,B739
117_652,13.0,CRJ7
117_652,8.0,CRJ9
117_652,7.0,CRJ9
117_652,9.0,CRJ9
117_652,5.5,E75S
118_652,12.0,A20N
118_652,13.0,A319
118_652,10.0,A320
118_652,10.0,B712
118_652,10.0,B712
118_652,7.0,B738
118_652,9.0,B739
118_652,8.0,B739
118_652,13.0,CRJ7
118_652,8.0,CRJ9
118_652,5.0,E75S
119_653,7.0,B712
119_653,10.0,B712
119_653,10.0,B712
119_653,14.0,B712
119_653,13.0,B712
119_653,4.0,B738
119_653,11.0,B739
119_653,8.0,B739
119_653,3.0,CRJ9
119_653,16.0,CRJ9
119_653,10.0,CRJ9
119_653,13.0,CRJ9
11_537,13.0,A321
11_537,14.0,B739
11_537,14.0,B739
11_537,0.0,B752
12_538,17.0,A319
12_538,11.0,A319
12_538,11.0,A321
12_538,17.0,A321
12_538,9.0,A321
12_538,12.0,A321
12_538,1.0,B738
12_538,2.5,B738
12_538,16.0,B738
12_538,11.0,B739
12_538,4.0,B739
12_538,5.5,B752
12_538,10.0,B752
12_538,3.0,B752
130_664,7.0,A20N
130_664,17.0,B712
130_664,11.0,B739
130_664,11.0,B739
130_664,9.0,B752
130_664,9.0,CRJ9
130_664,7.0,CRJ9
130_664,7.0,CRJ9
130_664,9.0,CRJ9
130_664,9.0,CRJ9
131_665,16.0,A20N
131_665,7.0,A321
131_665,13.0,B739
131_665,16.0,B752
131_665,14.0,CRJ9
131_665,11.0,CRJ9
131_665,9.5,CRJ9
131_665,6.0,CRJ9
13_539,14.0,A20N
13_539,6.0,A320
13_539,4.0,A320
13_539,4.0,A320
13_539,14.0,A321
13_539,14.0,A321
13_539,12.0,A321
13_539,11.0,B738
13_539,17.0,B739
13_539,15.0,B752
13_539,7.0,B752
142_676,4.4545,A20N
142_676,4.4,A20N
142_676,6.1667,A320
142_676,4.8,A320
142_676,4.0,A320
142_676,11.0,A320
142_676,7.0,B712
142_676,12.0,B738
142_676,14.0,B738
142_676,6.75,B752
142_676,15.0,B752
143_741,7.5,A20N
143_741,9.0,A20N
143_741,10.0,A20N
143_741,7.0,A319
143_741,5.4444,A319
143_741,12.0,A319
143_741,7.625,A319
143_741,7.0,A320
143_741,4.3,A320
143_741,8.6667,A320
143_741,7.3333,A321
143_741,8.0,B712
143_741,9.0,B738
144_677,12.0,A20N
144_677,0.0,A20N
144_677,7.5,A20N
144_677,14.0,B739
144_677,13.0,CRJ7
145_710,11.0,A20N
145_710,8.0,A20N
145_710,6.0,A20N
145_710,6.4286,A20N
145_710,5.0,B752
145_710,6.0,B763
146_678,10.0,A20N
146_678,13.0,A20N
146_678,10.0,A20N
146_678,12.0,A20N
146_678,9.0,A20N
146_678,9.0,A320
146_678,1.0,A321
146_678,7.0,B738
146_678,16.0,B739
